Título,Tipo Documento,Autores,Año,Fuente,Resumen,Enlace,PDF,Citas,Enlaces Relacionados,Idioma,Facultad,Institución,Timestamp
[HTML][HTML]Los estudios de farmacia en Cuba desde 1833 hasta 1863,Artículo,"P Marchante Castellanos… - Revista Cubana de …, 2007 - scielo.sld.cu",20,07 - scielo.sld.cu,"… en el Plan Estudios de la RealUniversidaddeLaHabana, en 1842. Los conceptos … dela especialidad y los datos de algunastesispresentadas en opción del grado de Doctor en …",http://scielo.sld.cu/scielo.php?pid=S0034-75152007000100011&script=sci_arttext,,16,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:20:53
[CITAS][C]Propuesta de un modelo de medición de la gestión del conocimiento para organizaciones de información [Tesis doctoral],Tesis,"M León -Universidad de La Habana, Facultad de Comunicación …, 2008",20,08,,,,3,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:20:53
"[CITAS][C]Las competencias de la Dirección de Investigaciones del Centro Nacional de Biopreparados. Facultad de Comunicación. Cuba,Universidad de la Habana",Artículo,M Sánchez-Díaz - 2006 -Tesispara optar por el grado de …,20,06 -Tesispara optar por el grado de …,,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:20:53
[CITAS][C]Utilización de productos naturales en la clarificación de aguas para consumo humano.Universidad de la Habana. Cuba,Artículo,"E López - 2000 -Tesis de Maestría, Facultad de …",20,"00 -Tesis de Maestría, Facultad de …",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:53
[CITAS][C]Historia de la enseñanza de la Psicología en la Facultad de Psicología de laUniversidad de La Habanadesde su fundación en el año 1962 hasta el año …,Artículo,K Oliva - 2005 -Tesisde diploma. Tutor: Roberto …,20,05 -Tesisde diploma. Tutor: Roberto …,,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:53
[CITAS][C]Médicos y actitudes ante el final de la vida de enfermos avanzados: Evaluación cubana actualizada [Tesis de maestría],Tesis,"FCI Barroso - … :Universidad de La Habana, Centro de Estudios de …, 2011",20,11,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:53
[CITAS][C]Perspectiva ética de la adherencia terapéutica en pacientes con enfermedad arterial periférica [tesis],Tesis,"LE Ramos Morales - … :Universidad de La Habana, Centro de Estudios de …, 2010",20,10,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:53
"Enfoque epistemológico, teórico y metodológico de la categoría prácticas discursivas en la investigación en Comunicación Social",Artículo,"Y Vazquez Bonne- Questión, 2018 - sedici.unlp.edu.ar",20,18 - sedici.unlp.edu.ar,"… punto de partida un conjunto de problemáticas detectadas en una investigación realizadaa la producción científica de la Facultad de Comunicación de laUniversidaddeLaHabana, …",https://sedici.unlp.edu.ar/handle/10915/75213,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]… y familiares en jóvenes estudiantes universitarios del Modelo de continuidad de estudios en la Educación Superior [tesis de Maestríaen Psicología Educativa …,Tesis,"N Garbizo - … : Facultad de Psicología.Universidad de La Habana, 2004",20,04,,,,5,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:21:00
Una mirada a la inspección el trabajo,Artículo,"J Batista Torres- Revista Derechos en Acción, 2019 - sedici.unlp.edu.ar",20,19 - sedici.unlp.edu.ar,El presente artículo tiene como objetivo fundamental realizar un breve análisis sobre lainspección del trabajo como mecanismo de control del cumplimiento de la legislación de trabajo …,https://sedici.unlp.edu.ar/handle/10915/100435,,2,{},español,Facultad de Derecho,Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]La comercialización de productos agrícolas del sector cooperativo en la provincia Granma,Artículo,"C Arias- 2007 -Universidad de La Habana,Tesisen …",20,"07 -Universidad de La Habana,Tesisen …",,,,8,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]Diagnóstico de la formación científica integral del Licenciado en Química de laUniversidad de la Habana.,Artículo,"A Cordeiro, D Fernández… - Pedagogía …, 2005 - Editorial Universitaria de la …",20,05 - Editorial Universitaria de la …,,,,3,{},español,Facultad de Química,Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]Modelo de evaluación de la calidad sensorial para la industria alimentaria cubana (tesis doctoral),Tesis,"C Duarte - Cuba:Universidad de La Habana, 2017",20,17,,,,21,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]El paradigma positivista como programa de investigación científica (tesis),Tesis,"G Ramírez - … de Filosofía e Historia de laUniversidad de La Habana, 2000",20,00,,,,4,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]… el aprovechamiento de los subproductos de la industria alimenticia y otras proteínas en la evaluación de la calidad sanitaria de los alimentos [Tesis doctoral],Tesis,"R Zhurbenko - Habana:Universidad de La Habana, 2005",20,05,,,,16,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:21:00
La evaluación del aprendizaje:¿ estímulo o amenaza?,Artículo,"MH Nodarse - Revista Iberoamericana de Educación, 2006 - rieoei.org",20,06 - rieoei.org,"… En el año 2000, como parte del Curso de Maestría que recibía en laUniversidaddeLaHabana,definí … En el informe de laTesisreferida, pudo ser identificados (p. 33 y 88) un grupo de …",https://rieoei.org/RIE/article/view/2668,,75,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:00
"[PDF][PDF]Sistema de gestión de la calidad del proceso de extensión universitaria, una experiencia en laUniversidad de La Habana.",Artículo,"O González-Aportela,A Batista-Mainegra… - … Electrónica Calidad en …, 2020 - academia.edu",20,academia.edu,"… for the university extension process at theUniversityofHavana, for which a concurrent mixed… del proceso extensionista en laUniversidaddeLaHabana.Tesisen opción al grado de …",https://www.academia.edu/download/88603953/4146.pdf,,38,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:00
[CITAS][C]… problemas que requieren del cálculo de una integral definida o de la derivada de una función real en un puntoTesisdeDoctoradoen Ciencias Pedagógicas,Tesis,"R Hernández -Universidad de La Habana, Ciudad, 2000",20,00,,,,12,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]Modelo de gestión del proceso en preparación y superación de cuadros en el contexto de las organizaciones en Cuba (Tesis doctoralinédita),Tesis,"J López-Universidad de la Habana, Cuba, 2010",20,10,,,,8,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
La maestría en Administración Pública de laUniversidad de La Habana: su pertinencia e impacto,Artículo,"R de Armas Urquiza,N Tamayo Pineda- Revista Cubana de …, 2019 - scielo.sld.cu",20,19 - scielo.sld.cu,… Resulta válido destacar cómo se ha logrado que los trabajos detesisrespondan a lasnecesidades que hoy la Administración Pública requiere para garantizar un desarrollo local a …,http://scielo.sld.cu/scielo.php?pid=S0257-43142019000300012&script=sci_arttext,,16,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]Sistematización crítica de la teoría de las representaciones sociales (tesis doctoral),Tesis,"M Perera -Universidad de La Habana, Ciudad de la Habana …, 2005",20,05,,,,7,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]Influencia de factores personológicos e intersubjetivos en vivencias de satisfacción sexual en parejas de larga duración (tesis de licenciatura),Tesis,"L Orta -Universidad de la Habana, Cuba, 2013",20,13,,,,6,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
"[CITAS][C]Las desigualdades territoriales y el desarrollo del Estado de Quintana Roo, México (tesis doctoral)",Tesis,"M Laguna -Universidad de La Habana, Cuba, 2005",20,05,,,,6,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]Estrategia pedagógica para el desarrollo de habilidades investigativas en la disciplina física deficiencias técnicas (Tesis doctoral),Tesis,"J Barrera -Universidad de La Habana, Cuba, 2003",20,03,,,,5,{},español,Facultad de Física,Universidad de La Habana,2025-06-06 20:21:08
"[CITAS][C]Distribución, relaciones tróficas y diversidad del bacterioplancton de las aguas oceánicas de Cuba (TesisdeDoctorado)",Tesis,"GM Lugioyo -Universidad de la Habana, Cuba, 2003",20,03,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]Modelos profesionales del periodismo cubano a partir del análisis de cuatro medios de comunicación en el período 2012-2013 (tesis de Maestríaen …,Tesis,"L Torres-Universidad de La Habana, Cuba, 2014",20,14,,,,4,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]La comunicación en parejas que inician la parentalidad (tesis de maestría),Tesis,"E Hernández -Universidad de la Habana, Cuba, 2012",20,12,,,,3,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:08
[CITAS][C]Las claves interculturales caribeñas en la poética cinematográfica de Rigoberto López (tesis de maestría),Tesis,"M Estrada -Universidad de La Habana, Cuba, 2013",20,13,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]Las cooperativas en el desarrollo local del territorio (tesis de maestría),Tesis,"N Arronte -Universidad de La Habana, Cuba, 2015",20,15,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]… de comunicación interna dirigida al cambio sustentable en instituciones de educación superior Caso: Universidad Autónoma de Nuevo León (tesis doctoral),Tesis,"Y López Lara -Universidad de la Habana, Cuba, 2010",20,10,,,,3,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]… autoevaluación para el programa de la especialidad Enfrentamiento a los Ilícitos de Drogas de la enseñanza posgraduada en el MININT (tesis de maestría),Tesis,"E Rojas Pérez -Universidad de La Habana, Cuba, 2010",20,10,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]Modelación de la gestión del conocimiento para las organizaciones cubanas a través de los portales de información [Tesis Doctoral],Tesis,"MA Soto Balbón - Cuba:Universidad de La Habana, 2005",20,05,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
Gestión del Proyecto BIVIO de la Facultad de Comunicación de laUniversidad de La Habanacon el enfoque de la Metodología de Marco Lógico.,Artículo,"VM González- Revista Publicando, 2016 - dialnet.unirioja.es",20,16 - dialnet.unirioja.es,… Problemas para la búsqueda y recuperación de lastesisanteriores al año 2005. Posibilidadde pérdida por deterioro de las impresas. No se pueden digitalizar lastesisanteriores al …,https://dialnet.unirioja.es/servlet/articulo?codigo=5833560,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]… y aplicación de un programa de orientación dirigido a padres con niños entre tres y seis años de edad con trastornos emocionales (tesis de licenciatura),Tesis,"R Castellanos -Universidad de La Habana, Cuba, 2001",20,01,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]Desarrollo de roles en equipos de trabajo: un programa de entrenamiento sociopsicológico (tesis de maestría),Tesis,"L LLama -Universidad de la Habana, Cuba, 2009",20,09,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]Evaluación de eficacia antihelmíntica de plantas angolanas y caracterización química-físico de los compuestos activos y su seguridad [Tesis doctoral],Tesis,"A Paixão - Cuba:Universidad de la Habana, 2016",20,16,,,,2,{},español,Facultad de Química,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]Influencia de la asunción de la parentalidad en el funcionamiento de parejas con hijos en 2do año de vida (tesis de licenciatura),Tesis,"S Lazo -Universidad de la Habana, Cuba, 2014",20,14,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:15
[CITAS][C]Medio Ambiente en las políticas de desarrollo en Cuba: Centro Histórico de La Habana (Tesis de Maestría),Tesis,"G Ezquerra - Cuba.Universidad de La Habana, 2010",20,10,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Subjetivación de la sexualidad de jóvenes estudiantes de la Facultad de Psicología (tesis de licenciatura),Tesis,"A Martí, M Rodríguez -Universidad de la Habana, Cuba, 2019",20,19,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Caracterización del comportamiento sexual de los jóvenes estudiantes de la Facultad de Psicología (tesis de licenciatura),Tesis,"Y Candó, M Rodríguez -Universidad de la Habana, Cuba, 2019",20,19,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Sistema de innovación agraria de la provincia Mayabeque (tesisdedoctorado),Tesis,"D Cordovés -Universidad de La Habana, Cuba, 2017",20,17,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Enajenación y aprehensión cultural en tiempos de globalización neoliberal (tesisdedoctorado),Tesis,"P Novoa -Universidad de La Habana, Cuba, 2008",20,08,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Crecimiento personal en el proceso de enseñanza aprendizaje [Tesisdedoctorado] La Habana,Tesis,"L PÉREZ - Cuba:Universidad de La Habana, 2004",20,04,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Estudio sobre el consumo de Alcohol en los adolescentes de 12 a 17 años en la Institución Educativa “Estados Unidos” del distrito de Comas [TesisMaestría],Tesis,"A Anaya -Universidad de la Habana-Cuba, 2007",20,07,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Representación social del alcoholismo (Tesis de Licenciaturainédita),Tesis,"O Rodríguez -Universidad de La Habana, Cuba, 2001",20,01,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Programa de entrenamiento en habilidades básicas de interacción social para estudiantes de la ELAM [tesis],Tesis,"A Brito - CEPES:Universidad de La Habana, 2013",20,13,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Buscando ese Sur pospuesto,Artículo,"C Celecia, Y Pérez - … .Universidad de La Habana:Tesis de Licenciaturaen …, 2008",20,08,,,,3,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:21:20
[CITAS][C]Modelo de Psicoterapia Integrativa para trastornos de Nivel Neurótico (MOPSITAN): Efectividad [tesis],Tesis,"J Márquez - Cuba:Universidad de La Habana, 2011",20,11,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]… psicopedagógica y su influencia en el desarrollo de cualidades del pensamiento del profesor.Universidad de La Habana. Centro de Perfeccionamiento para …,Artículo,V Canfux - 2001 -Tesispresentada en opción del …,20,01 -Tesispresentada en opción del …,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]La formación de directivos en la universidad desde la concepción teórica como alternativa,Artículo,"LFC Salcedo, MG González - Transformación, 2022",20,22,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]Aplicación del enfoque sanológi-co en la promoción de salud de la familia,Artículo,"…,Universidad de La Habana^ dCentro de … - 2002 - … ,Universidad de La Habana",20,"02 - … ,Universidad de La Habana",,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[HTML][HTML]Un espejo entre la universidad y la sociedad: la extensión universitaria,Artículo,"A Montero Esteva,LA Montero Cabrera-Universidad de La Habana, 2017 - scielo.sld.cu",20,17 - scielo.sld.cu,… por la autora en sutesisde especialidad y latesisde diploma de algunos estudiantes del… de la dirección de extensión universitaria de laUniversidaddeLaHabanay de su línea de …,http://scielo.sld.cu/scielo.php?pid=S0253-92762017000100008&script=sci_arttext,,9,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]Proyecto de vida y valores en estudiantes de la Licenciatura en Biología de LaUniversidad de la Habana,Artículo,B Ortet - 2011 - … Diploma.Universidad de La Habana…,20,11 - … Diploma.Universidad de La Habana…,,,,3,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]Diseño del componente Gestión y Prevención de Riesgos del proceso Gestión de Recursos Humanos en laUniversidad de La Habana,Artículo,JJ Rodríguez - 2018 - … Grado.Universidad de La Habana…,20,18 - … Grado.Universidad de La Habana…,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
Bienestar psicológico en estudiantes de laUniversidad de La Habana,Artículo,"MMC Xenes, LM Debs, AL Ruiz, DF Vega - Wímb lu, 2020 - dialnet.unirioja.es",20,dialnet.unirioja.es,"… Its general objective was to characterize the psychological well-being in third-year studentsof theUniversityofHavana, in the 2018-2019 academic year. The study was descriptive-…",https://dialnet.unirioja.es/servlet/articulo?codigo=8079838,,27,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]… el posicionamiento de clase: Un acercamiento a las prácticas culturales de un grupo de jóvenes estudiantes de laUniversidad de La Habanadurante el año …,Artículo,A Izaguirre - 2018 - … Diploma.Universidad de La Habana…,20,18 - … Diploma.Universidad de La Habana…,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]Trazando el mapa: análisis del campo investigativo de la comunicación en la Facultad de Comunicación de laUniversidad de la Habanaen el periodo …,Artículo,Y Hernández Barrera - 2015 - … )-Universidad de La Habana,20,15 - … )-Universidad de La Habana,,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:26
[CITAS][C]Propuesta de un sistema de metaevaluación para el aseguramiento de la calidad de los procesos de evaluación externa y acreditación de los programas de …,Artículo,ID Mateo - 2008 - Editorial Universitaria,20,08 - Editorial Universitaria,,,,34,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Desarrollo de rollos de carne reestructurada económico y duradero (tesis de maestría),Tesis,"T Beldarraín - … de Farmacia y Alimentos,Universidad de La Habana, 2006",20,06,,,,5,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Red de inteligencia Compartida Organizacional como soporte a la toma de decisiones (Tesis doctoral),Tesis,"BG Rodríguez - … de Granada, España yUniversidad de La Habana…, 2013",20,13,,,,4,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Herramientas para la evaluación de los servicios de información en instituciones cubanas [tesispara optar por el título de Doctor en Ciencias de la …,Tesis,"JL Rojas - … de Comuni-cación,Universidad de La Habana, 2001",20,01,,,,10,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Potencialidades de la quitina cubana en la elaboración de tabletas [Tesis Doctoral],Tesis,"MV García - … de Farmacia y Alimentos,Universidad de la Habana, 2006",20,06,,,,3,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:21:34
Indicadores de calidad del proceso de extensión universitaria en laUniversidad de La Habana,Artículo,"O González Aportela,A Batista Mainegra… - Revista San …, 2020 - scielo.senescyt.gob.ec",20,scielo.senescyt.gob.ec,… -process of University Extension at theUniversityofHavanaand the four key success factors… del proceso extensionista en laUniversidaddeLaHabana.Tesisen opción al grado de …,http://scielo.senescyt.gob.ec/scielo.php?pid=S2528-79072020000400049&script=sci_arttext,,23,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]La comunicación entre padres e hijas jóvenes en torno a la sexualidad [tesis de maestría],Tesis,"VK Rosas - … de Comunicación Social,Universidad de La Habana, 2008",20,08,,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Propuesta de modelo de gestión para cooperativas no agropecuarias (tesis de maestría),Tesis,"FL González Guizán - … de Ciencias Sociales,Universidad de La Habana…, 2019",20,19,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Estrategia para la integración social de las personas transexuales en Cuba [tesisdedoctorado],Tesis,"M Castro - … , Historia y Sociología,Universidad de La Habana, 2014",20,14,,,,2,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:21:34
[CITAS][C]Neoglicoconjugados de origen bacteriano con fines vacunales obtenidos por un nuevo método (Tesis Doctoral),Tesis,"O Cabrera - … : Facultad de Química,Universidad de La Habana, 2005",20,05,,,,2,{},español,Facultad de Química,Universidad de La Habana,2025-06-06 20:21:34
La documentación del Dr. Manuel Rivero de la Calle en el Museo Antropológico Montané y laUniversidad de La Habana.,Artículo,"A RANGEL RIVERO- … : Digital Journal of Cuban & Caribbean …, 2018 - search.ebscohost.com",20,18 - search.ebscohost.com,"… de ciencias naturales en laUniversidaddeLaHabana, se dedicó a la antropología físicay la arqueología, de ahí que pudiera defender con tanto acierto sutesisDeformación cra- …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18520723&AN=136432786&h=1YoQBNYw1aR8mq4xPFjzJ0oD7cEEEfbEBjbX2KsBoSPHjhwnh06%2BhS4RyZEHQE0lqPUoHXqMDZPYHVwoHLXcLg%3D%3D&crl=c,,1,{},español,Facultad de Física,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]La investigación de la Comunicación Social en Cuba. Estudio informétrico de lastesisde diploma y de grado. Período 1994-2004,Tesis,"Y Piedra Salomón- … Facultad de Comunicación,Universidad de La Habana, 2005",20,05,,,,3,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Evaluación fotoquímica y farmacológica del extracto acuoso de las hojas de la especie Boldoa purpurascens Cav [tesis],Tesis,"DM González - … de Farmacia y Alimentos,Universidad de La Habana, 2006",20,06,,,,2,{},español,Facultad de Química,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Elaboración de una bebida fermentada de suero con adición de pulpa de mango (tesisde grado),Tesis,"R González - … de Farmacia y Alimentos,Universidad de La Habana, 2017",20,17,,,,2,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Reconstrucción de la dieta de poblaciones aborígenes' pescadoras-recolectoras' del occidente de Cuba: Resumen detesisen opción al título de Doctora en …,Tesis,"Y Chinique de Armas -Universidad de la Habana, Facultad de Biología …, 2014",20,14,,,,2,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Secado por aspersión de pulpa de acerola madura (tesisde diploma),Tesis,"LM Rodríguez-Hernández - … de Farmacia y Alimentos,Universidad de La Habana, 2020",20,,,,,2,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:21:40
"[CITAS][C]Cuba: Vida cotidiana, familia y emigración (Tesisen opción del grado de Doctor en Ciencias Psicológicas)",Tesis,"C MARTÍN - … de Alternativas Políticas,Universidad de La Habana…, 2000",20,00,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Estudios sobre Quitina y Quitosana [Tesis Doctoral],Tesis,"C Peniche - … : Editorial Universitaria,Universidad de la Habana, 2006",20,06,,,,3,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Comportamiento Informacional: Aproximaciones teóricas (Tesis de licenciaturano publicada),Tesis,"I Zayas Caballero - … Ciencias de la Información,Universidad de La Habana…, 2012",20,12,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Estrategias de comunicación (TesisdeDoctorado),Tesis,"R Portal Moreno - … Facultad de Comunicación,Universidad de La Habana, 2005",20,05,,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:21:40
[CITAS][C]Patrón y nivel de la sobrevivencia fetal en Cuba. 1998-2002 [tesis],Tesis,"L Herrera - … de Estudios Demográficos,Universidad de La Habana, 2005",20,05,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:45
Repositorios Institucionales en Universidades: Un Análisis desde la Experiencia en Cuba,Artículo,"Y Martí-Lahera,M Puerta-Díaz- Library Trends, 2019 - muse.jhu.edu",20,19 - muse.jhu.edu,"… laUniversidaddeLaHabanaes …tesisacadémicas se organizan en tres ""comunidades"":los siglos XIX, XX, y XXI. Dentro de cada siglo, lastesisestán más organizadas por tipo detesis…",https://muse.jhu.edu/pub/1/article/731564/summary,,8,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:45
[PDF][PDF]Visión sobre el cooperativismo agrario desde la experiencia cubana,Artículo,"SA Santana, VF Albelo - Economía y desarrollo, 2006 - redalyc.org",20,06 - redalyc.org,"… La confirmación más plena de estatesisse validó en el primer tercio de los noventacuando sirvió de referente para los cambios en la tenencia de la tierra, especialmente en la …",https://www.redalyc.org/pdf/4255/425541310008.pdf,,21,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:21:45
[HTML][HTML]Algunos datos estadísticos de la Facultad de Farmacia en la RealUniversidad de La Habana: Período 1880-1898,Artículo,"P Marchante Castellanos… - Revista Cubana de …, 2009 - scielo.sld.cu",20,09 - scielo.sld.cu,"… Los estudios en Facultad fueron estructurados en los períodos de Licenciatura yDoctoradoy … Similar procedimiento debían seguir los que aspirasen alDoctorado, una vez aprobados …",http://scielo.sld.cu/scielo.php?pid=S0034-75152009000400013&script=sci_arttext&tlng=en,,2,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:21:45
[PDF][PDF]tesis de maestría,Tesis,OV Alamar - 2010 - accesoabierto.uh.cu,20,10 - accesoabierto.uh.cu,La presente investigación se propone realizar un diagnóstico integral de la gestión cooperativade la UBPC Vivero de Alamar. Para ello realiza un análisis del funcionamiento de la …,https://accesoabierto.uh.cu/files/original/2133666/Ivette_Garcia_Callava_[2014].pdf,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:45
"[PDF][PDF]Los emprendimientos desde la perspectiva histórica, económica y social, en el escenario mundial y del Ecuador",Artículo,"RS Castelo, L Villar López - Revista Caribeña de Ciencias Sociales, 2016 - eumed.net",20,16 - eumed.net,"Los emprendimientos desde sus orígenes han gestado una historia constante de cambioprogresivo en las relaciones materiales y sociales de la humanidad, evolución que tiene su …",https://www.eumed.net/rev/caribe/2016/08/emprendimientos.zip,,22,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:21:45
[CITAS][C]La formación psico-pedagógica y su influencia en el desarrollo de cualidades del pensamiento del profesor.Tesis doctoral,Tesis,"V Canfux - … la Educación Superior de laUniversidad de la Habana…, 2000",20,00,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:45
[CITAS][C]Esquema general de política monetaria en el nuevo escenario de la economía cubana (tesisdedoctorado),Tesis,"C Lage - … de Economía de laUniversidad de La Habana, Cuba, 2016",20,16,,,,2,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:21:45
"[CITAS][C]… de la variabilidad de los cultivares de la colección cubana de germoplasma del género Xanthosoma (Araceae)[TesisdeDoctorado].[La Habana, Cuba] …",Tesis,"M Milián Jiménez -Universidad de La Habana-(INIVIT), 2008",20,08,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:45
[CITAS][C]La relación de apego en el primer año de vida (tesis de licenciatura),Tesis,"Y Paz, E Hernández, A López -Universidad de la Habana, Cuba, 2018",20,18,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:45
[CITAS][C]Espacio y Territorios en los estudios sociológicos en Cuba [tesis],Tesis,"M Ravenet - … y Bienestar Humanos:Universidad de La Habana, 2002",20,02,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:21:49
